EraID,EraNarrative,EventID,EventNarrative,EventTag,OptionID,OptionText,OptionTag,PositiveOutcomeText,NegativeOutcomeText,PositivePS_Change,NegativePS_Change,PositiveStable_Change,NegativeStable_Change
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E3,"A call for renewed leadership arose within <CityName>, as clans proposed fresh voices and new ideas for guiding the city’s path. This moment of transition offered hope for reform, though its success depended on unity and wisdom.",Positive,O2,asked the shamans to read the stars and reveal whom the spirits favoured to lead <CityName>.,Unique,"The shamans returned with a unanimous reading of the stars, naming a leader whom all clans recognized as spiritually chosen. Confidence rose across <CityName>, and harmony followed with the ancestors’ guidance.","The shamans’ interpretations clashed, each claiming a different clan’s champion was favoured by the spirits. Doubt spread quickly, and <CityName> descended into spiritual rivalry rather than unity.",+9,-8,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E3,"A call for renewed leadership arose within <CityName>, as clans proposed fresh voices and new ideas for guiding the city’s path. This moment of transition offered hope for reform, though its success depended on unity and wisdom.",Positive,O3,formed a temporary Council of Clans to lead <CityName> jointly.,Unique,"The temporary Council governed with surprising cooperation. Shared decisions eased tensions, and clans felt genuinely represented. What began as a trial experiment became a symbol of collective strength for <CityName>.","The Council collapsed under competing agendas as clan leaders argued over every choice. Without clear authority, governance stalled, and frustration hardened into rivalry across the city.",+8,-7,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E3,"A call for renewed leadership arose within <CityName>, as clans proposed fresh voices and new ideas for guiding the city’s path. This moment of transition offered hope for reform, though its success depended on unity and wisdom.",Positive,O4,"held a series of trials in which candidates proved their wisdom, strategy, and knowledge of <CityName>’s needs.",Unique,"The leadership trials revealed a candidate whose insight, fairness, and strategy impressed even distrusting clans. Their measured judgment won broad support, ushering in a period of thoughtful progress.","The trials exposed the candidates’ flaws more than their strengths. Accusations of bias and manipulation overshadowed the process, and the clans left feeling more distrustful than before the trials began.",+10,-9,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E3,"A call for renewed leadership arose within <CityName>, as clans proposed fresh voices and new ideas for guiding the city’s path. This moment of transition offered hope for reform, though its success depended on unity and wisdom.",Positive,O5,opened the ancestral archives and required each candidate to present a vision for <CityName> guided by past wisdom.,Unique,"The candidates presented visions rooted in ancestral wisdom, and one plan resonated deeply across <CityName>. Elders and youth alike found direction in the chosen vision, restoring faith in a shared future.","The archives stirred fierce debate as candidates twisted ancestral teachings to favour their own clans. The past, meant to guide unity, instead fueled conflict, leaving <CityName> uncertain of its path forward.",+7,-6,5,-5
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E4,"A groundbreaking discovery emerged in <CityName>, promising safer hunts, greater yields, and new ways of understanding the world. How quickly the clans adopted this innovation would shape the city’s progress.",Positive,O1,allowed the inventors to demonstrate the discovery before all of <CityName>.,Unique,"The demonstration captivated the entire tribe as young and old gathered to watch. The innovation sparked excitement and unity, and the clans recognised its potential to improve daily life, implementing it into their lives immediately.","The demonstration faltered—tools snapped, flames flared too hot, and the unveiling collapsed into embarrassment. Doubt spread quickly, and the innovation lost credibility, causing the people of <CityName> to begin questioning what the elders were thinking.",+10,-8,1,-1
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E4,"A groundbreaking discovery emerged in <CityName>, promising safer hunts, greater yields, and new ways of understanding the world. How quickly the clans adopted this innovation would shape the city’s progress.",Positive,O2,encouraged smiths from every clan to experiment with the new technique.,Unique,"Smiths from the different clans refined the discovery, adding clever improvements and unique variations. Their cooperation elevated <CityName>’s technological prowess far beyond its previous limits.","Competition soon replaced collaboration as smiths raced each other to create the best tool. The breakthrough, once a source of pride, became a spark for rivalry and mistrust.",+11,-9,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E4,"A groundbreaking discovery emerged in <CityName>, promising safer hunts, greater yields, and new ways of understanding the world. How quickly the clans adopted this innovation would shape the city’s progress.",Positive,O3,declared the innovation sacred and entrusted its practice solely to the shamans.,Unique,"The shamans wove the discovery into sacred rites, granting it spiritual meaning and ancestral significance. The clans accepted it as a blessing from the spirits, and reverence unified the people.","Clans began accusing the shamans of hoarding the innovation for influence. Suspicion grew as spiritual authority clashed with practical needs, creating quiet fractures within <CityName>.",+8,-7,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E4,"A groundbreaking discovery emerged in <CityName>, promising safer hunts, greater yields, and new ways of understanding the world. How quickly the clans adopted this innovation would shape the city’s progress.",Positive,O4,offered the breakthrough as diplomatic gifts to neighbouring tribes.,Unique,"Artisans shaped the discovery into remarkable gifts that astonished neighbouring tribes. Diplomacy strengthened, and <CityName> earned a reputation for generosity, forging promising new alliances.","Rival tribes misinterpreted the offerings as veiled threats. Diplomacy collapsed as neighbours grew wary, suspecting manipulation or concealed power behind the gesture, decreasing the reputation of <CityName>",+9,-8,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E4,"A groundbreaking discovery emerged in <CityName>, promising safer hunts, greater yields, and new ways of understanding the world. How quickly the clans adopted this innovation would shape the city’s progress.",Positive,O5,kept the discovery hidden from the public while the elders studied its full potential.,Unique,"The elders refined the technique in secrecy until it surpassed all expectations. When finally revealed, the enhanced discovery elevated <CityName>’s standing and capability dramatically.","Whispers of hidden knowledge and secret gatherings spread through the clans. Fear and paranoia of the elders concealed power grew long before the truth emerged, eroding trust and unsettling the city.",+12,-10,5,-5
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E5,"An unforeseen chance placed <CityName> at a crossroads, forcing its clans to weigh compassion against caution and duty against desire. The decision would echo through generations, revealing the heart of the city.",Positive,O1,"extended aid and resources to those in need, choosing generosity over caution.",Unique,"The aid reached those in need, and word of <CityName>’s generosity spread far beyond its borders. The clans felt pride in their compassion, and new bonds of goodwill strengthened the city’s reputation.","The generous outpouring strained food stores and labour, leaving <CityName> vulnerable during the following season. Some clans ended up questioning whether kindness had overshadowed prudence.",+10,-8,1,-1
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E5,"An unforeseen chance placed <CityName> at a crossroads, forcing its clans to weigh compassion against caution and duty against desire. The decision would echo through generations, revealing the heart of the city.",Positive,O2,withheld aid to protect <CityName>’s resources and ensure its own security.,Unique,"By withholding aid, <CityName> preserved its stores and labour, allowing the clans to endure an unexpectedly harsh season. Some quietly admitted that caution had protected the city when it needed strength most.","Those turned away remembered the refusal, and word spread of <CityName>’s coldness. Neighbouring groups withdrew trust, and even within the city some clans questioned what honour remained in choosing safety over compassion.",+9,-7,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E5,"An unforeseen chance placed <CityName> at a crossroads, forcing its clans to weigh compassion against caution and duty against desire. The decision would echo through generations, revealing the heart of the city.",Positive,O3,sought guidance from elders before committing to any course of action.,Unique,"The elders’ counsel brought clarity. Their wisdom helped the clans craft a thoughtful response, and the decision was accepted peacefully across <CityName>.","The elders’ debate dragged on, offering no clear direction. Impatience grew among the clans, and by the time a choice was made, the opportunity had passed and trust in elder judgment faltered.",+8,-7,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E5,"An unforeseen chance placed <CityName> at a crossroads, forcing its clans to weigh compassion against caution and duty against desire. The decision would echo through generations, revealing the heart of the city.",Positive,O4,gathered the clans to debate the opportunity openly and decide through consensus.,Unique,"The clans gathered under open sky, speaking with candor and respect. Through careful discussion, they forged a rare consensus. The unity forged in that circle endured long after the decision itself.","The debate spiraled into arguments as rival clans pushed conflicting agendas. No consensus formed, and bitterness lingered, leaving <CityName> more divided than before the meeting.",+11,-9,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E5,"An unforeseen chance placed <CityName> at a crossroads, forcing its clans to weigh compassion against caution and duty against desire. The decision would echo through generations, revealing the heart of the city.",Positive,O5,"used the opportunity to strengthen <CityName>’s long-term position, even if it required difficult sacrifices.",Unique,"The strategic decision bore fruit in the seasons that followed. Though difficult at first, the sacrifices strengthened <CityName>’s long-term position and secured its future prosperity.","The sacrifices demanded proved harsher than expected. Some clans felt exploited, believing their suffering served no clear purpose. Tension simmered, and loyalty to <CityName> grew uncertain.",+7,-6,5,-5
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E6,"A difficult season settled over <CityName> as food stores thinned and clean water grew harder to find. Though not yet catastrophic, the strain tested cooperation and resourcefulness across the settlement.",Negative,O1,sent a scouting party into distant wildlands to search for new sources of food.,Unique,"The scouting party returned with news of hidden groves, fresh streams, and scattered herds. Their discoveries eased the growing worry in <CityName>, and the clans praised their courage and resourcefulness.","The scouts found little but barren ground and lurking predators. Many scouts never returned, and their disappearance weighed heavily on the clans, deepening the sense of strain and uncertainty.",+10,-9,1,-1
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E6,"A difficult season settled over <CityName> as food stores thinned and clean water grew harder to find. Though not yet catastrophic, the strain tested cooperation and resourcefulness across the settlement.",Negative,O2,"performed a ritual of offering to the earth spirits, praying for more resources.",Unique,"The offering was received with reverence, and soon after, gentle rains nourished the soil and revived withering plants. Many in <CityName> believed the spirits had heard their plea, restoring hope across the settlement.","The ritual passed without any sign or change in fortune. Doubt spread among the people of <CityName>, and some whispered that the spirits had turned away, fraying spiritual confidence when unity was most needed.",+8,-7,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E6,"A difficult season settled over <CityName> as food stores thinned and clean water grew harder to find. Though not yet catastrophic, the strain tested cooperation and resourcefulness across the settlement.",Negative,O3,consolidated resources by merging all of <CityName>'s stores together temporarily. ,Unique,"By merging their stores, the clans discovered overlooked reserves and eliminated wasteful practices. Rations stabilised, and cooperation strengthened as <CityName> weathered the season together.","The consolidation bred suspicion, with clans accusing one another of hiding supplies or taking more than their share. Trust eroded rapidly, and the shared stores became a source of tension rather than relief.",+9,-8,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E6,"A difficult season settled over <CityName> as food stores thinned and clean water grew harder to find. Though not yet catastrophic, the strain tested cooperation and resourcefulness across the settlement.",Negative,O4,attempted experimental traps to catch larger prey that could be eaten.,Unique,"The experimental traps succeeded, capturing larger prey than the clans had managed in many seasons. The unexpected bounty lifted morale, and inventive thinking gained newfound respect in <CityName>.","The traps malfunctioned or were destroyed by wild beasts, injuring several hunters in the process. Time and materials were wasted, and the clans questioned the wisdom of such risky ingenuity.",+11,-10,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E6,"A difficult season settled over <CityName> as food stores thinned and clean water grew harder to find. Though not yet catastrophic, the strain tested cooperation and resourcefulness across the settlement.",Negative,O5,nomadically relocated a portion of <CityName> to follow migrating herds.,Unique,The migrating group found plentiful herds and returned with enough meat to support <CityName> through the worst of the season. Their journey reaffirmed the value of mobility and adaptability among the clans.,"The roaming party faced storms, predators, and scarce game. Many struggled to return, bringing little food and great exhaustion. Their ordeal cast a heavy shadow over the settlement’s hopes of a stable future.",+7,-6,5,-5
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E7,"Unstable weather patterns approached <CityName>, raising fears of a destructive storm. The people prepared as best as they could, uncertain how severely their homes and routines might be affected.",Negative,O1,constructed emergency earth-and-wood shelters to protect the tribe.,Unique,"Working through wind and rain, families raised sturdy shelters reinforced with clay and timber. The structures held firm, saving lives and giving the tribe a fragile but vital sense of security.","Despite desperate effort, the shelters collapsed under the storm’s fury. Injuries mounted and valuable supplies were lost, deepening fear and exposing the tribe’s vulnerability.",+10,-8,1,-1
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E7,"Unstable weather patterns approached <CityName>, raising fears of a destructive storm. The people prepared as best as they could, uncertain how severely their homes and routines might be affected.",Negative,O2,sent scouts to search for safer high ground near <CityName>.,Unique,"The scouts returned with news of a sheltered ridge where the storm’s reach weakened. The tribe relocated just in time, weathering the disaster with minimal loss and renewed gratitude.","The scouts misjudged the land, leading the tribe into an exposed hollow. The storm intensified, bringing devastating floods that shattered morale and resources.",+9,-7,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E7,"Unstable weather patterns approached <CityName>, raising fears of a destructive storm. The people prepared as best as they could, uncertain how severely their homes and routines might be affected.",Negative,O3,asked the shamans to perform protective rites to calm the raging spirits.,Unique,"Chants echoed across the village as flames crackled in ritual pits. The storm seemed to ease briefly, giving the tribe precious moments to regroup and restore order.","The rites failed to bring relief. Some clans blamed the shamans for angering the spirits further, and fear quickly turned into mistrust and blame among families.",+8,-7,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E7,"Unstable weather patterns approached <CityName>, raising fears of a destructive storm. The people prepared as best as they could, uncertain how severely their homes and routines might be affected.",Negative,O4,"divided the tribe into task-groups to safeguard food, homes, and children.",Unique,"Every clan worked with fierce determination—some reinforcing shelters, others guarding stores or carrying the vulnerable to safety. Cooperation in crisis strengthened unity.","Task-groups clashed over priorities, creating chaos instead of order. Precious time was wasted in arguments, allowing the disaster to inflict deeper damage.",+11,-9,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E7,"Unstable weather patterns approached <CityName>, raising fears of a destructive storm. The people prepared as best as they could, uncertain how severely their homes and routines might be affected.",Negative,O5,retreated temporarily into sacred caves believed to be blessed by the ancestors of <CityName>.,Unique,"The caves withstood the storm, their walls etched with ancient symbols that comforted the tribe. Survival became a spiritual triumph, reinforcing belief in ancestral protection.","The caves flooded unexpectedly, forcing a panicked escape. The tribe suffered injuries, and morale plummeted as once-revered shelters were revealed to be perilous.",+7,-6,5,-5
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E8,"Signs of increased activity from a neighbouring tribe appeared near <CityName>’s hunting grounds. Their presence threatened to strain vital food sources, but the situation had not yet escalated into open conflict.",Negative,O1,sent a small peace-bearing delegation carrying symbolic gifts.,Unique,"The neighbouring tribe accepted the offerings graciously. Shared meals and exchanged stories cooled tempers, laid the groundwork for future cooperation.","The gifts are misinterpreted as bribes or signs of weakness. The neighbouring tribe grew more aggressive, emboldened by what they perceived as submission.",+10,-8,1,-1
