EraID,EraNarrative,EventID,EventNarrative,EventTag,OptionID,OptionText,OptionTag,PositiveOutcomeText,NegativeOutcomeText,PositivePS_Change,NegativePS_Change,PositiveStable_Change,NegativeStable_Change
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E3,"A call for renewed leadership arose within <CityName>, as clans proposed fresh voices and new ideas for guiding the city’s path. This moment of transition offered hope for reform, though its success depended on unity and wisdom.",Positive,O1,"organised a Clash of Clans to select <CityName>'s rightful leader, through pure strength.",Unique,"The trial unites the tribe as warriors and elders witness a fair contest. The victor earns universal respect, restoring confidence and providing the tribe with a renewed sense of direction.","The contest ends in accusations of cheating and bias. Supporters of multiple contenders refuse to accept the outcome, deepening the crisis and dividing the clans.",+11,-10,1,-1
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E3,"A call for renewed leadership arose within <CityName>, as clans proposed fresh voices and new ideas for guiding the city’s path. This moment of transition offered hope for reform, though its success depended on unity and wisdom.",Positive,O2,asked the shamans to interpret the stars to determine who the spirits favour to be <CityName>'s leader.,Unique,"The shamans speak of hawks, fireflies, and river signs that point to a chosen leader. Their message resonates through the tribe, calming tensions and restoring spiritual trust.","Competing shamans return with contradictory visions. Confusion spreads as clans take sides, each believing a different leader carries the spirits’ blessing.",+9,-8,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E3,"A call for renewed leadership arose within <CityName>, as clans proposed fresh voices and new ideas for guiding the city’s path. This moment of transition offered hope for reform, though its success depended on unity and wisdom.",Positive,O3,formed a temporary Council of Clans to share leadership.,Unique,Representatives from every clan gather to guide the tribe together. Their shared decision-making stabilises the tribe and encourages cooperation through the crisis.,"The council becomes paralyzed by constant disagreements. Every clan argues for its interests, leaving the tribe without clear direction as frustration grows.",+8,-7,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E3,"A call for renewed leadership arose within <CityName>, as clans proposed fresh voices and new ideas for guiding the city’s path. This moment of transition offered hope for reform, though its success depended on unity and wisdom.",Positive,O4,held a Storytelling Night where elders recounted past crises and leaders.,Unique,"Ancient tales remind the tribe of the strength found in unity. A respected elder emerges as a natural leader, inspiring trust and guiding the tribe forward.","The recounting of old conflicts reignites forgotten grudges. Elders argue over historical truth, worsening current tensions instead of healing them.",+10,-9,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E3,"A call for renewed leadership arose within <CityName>, as clans proposed fresh voices and new ideas for guiding the city’s path. This moment of transition offered hope for reform, though its success depended on unity and wisdom.",Positive,O5,allowed each clan to select a representative to voice their reasonings for their issues with the chief.,Unique,A thoughtful youth rises to speak for the young hunters and gatherers. His calm words bridge generations and help redirect the tribe toward cooperation.,"The youth choose a brash warrior who inflames tensions. Older members see the choice as reckless, igniting disagreements between age groups.",+7,-6,5,-5
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E4,"A groundbreaking discovery emerged in <CityName>, promising safer hunts, greater yields, and new ways of understanding the world. How quickly the clans adopted this innovation would shape the city’s progress.",Positive,O1,allowed the inventors to demonstrate this discovery before the whole of <CityName>.,Unique,The demonstration captivates the tribe as young and old gather to watch. The innovation inspires excitement and unity as clans recognise its potential to improve daily life.,"The demonstration fails dramatically — the tool breaks or the fire burns too hot. Doubt spreads through the tribe, and the inventors lose prestige before they can refine their craft.",+10,-8,1,-1
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E4,"A groundbreaking discovery emerged in <CityName>, promising safer hunts, greater yields, and new ways of understanding the world. How quickly the clans adopted this innovation would shape the city’s progress.",Positive,O2,encouraged artisans across clans to experiment with the technique.,Unique,"Artisans from all clans refine the discovery, adding improvements and variations. Their cooperation elevates the tribe’s craftsmanship far beyond its former limits.",Competition replaces cooperation as artisans accuse each other of theft and sabotage. The breakthrough becomes a source of rivalry rather than pride.,+11,-9,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E4,"A groundbreaking discovery emerged in <CityName>, promising safer hunts, greater yields, and new ways of understanding the world. How quickly the clans adopted this innovation would shape the city’s progress.",Positive,O3,declared the innovation sacred and entrusted its use to the shamans.,Unique,"The shamans integrate the discovery into rituals, elevating its importance and giving it spiritual meaning. The tribe sees the breakthrough as a blessing from the ancestors.","Clans accuse the shamans of hoarding the tool for influence. Suspicion grows as spiritual authority and practical needs clash, creating subtle fractures.",+8,-7,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E4,"A groundbreaking discovery emerged in <CityName>, promising safer hunts, greater yields, and new ways of understanding the world. How quickly the clans adopted this innovation would shape the city’s progress.",Positive,O4,used the breakthrough to forge diplomatic offerings to neighbouring tribes.,Unique,"Your artisans craft gifts that astonish neighbouring clans. Diplomacy strengthens as your tribe becomes known for skill and generosity, forging new alliances.","Rivals misinterpret the offerings as hidden threats. Diplomacy collapses as neighbouring tribes grow wary, suspecting manipulation or concealed power.",+9,-8,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E4,"A groundbreaking discovery emerged in <CityName>, promising safer hunts, greater yields, and new ways of understanding the world. How quickly the clans adopted this innovation would shape the city’s progress.",Positive,O5,kept the discovery secret from the people of <CityName> while exploring its full potential. ,Unique,"Inventors refine the technique in secrecy until it becomes exceptionally powerful. When finally revealed, the discovery elevates the tribe’s standing and capability dramatically.",Whispers spread about hidden knowledge and secret gatherings. Fear and paranoia destabilise trust between clans long before the truth is revealed.,+12,-10,5,-5
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E5,"An unexpected opportunity challenged <CityName> to uphold its values—balancing compassion, wisdom, and long-term responsibility. How its leaders chose to act would reflect the spirit of the entire city.",Positive,O1,granted sanctuary to an injured outsider discovered near <CityName>.,Unique,"The outsider recovers and proves to be skilled in crafting and gathering. Grateful for your compassion, they share knowledge that benefits the entire tribe and reinforces values of empathy.","The outsider brings hidden danger — sickness, a vengeful clan, or treachery. Your goodwill backfires as the tribe pays the price for trusting an unknown stranger.",+10,-8,1,-1
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E5,"An unexpected opportunity challenged <CityName> to uphold its values—balancing compassion, wisdom, and long-term responsibility. How its leaders chose to act would reflect the spirit of the entire city.",Positive,O2,refused help to outsiders and strengthened the borders to protect the community.,Unique,"By focusing solely on internal strength, the tribe avoids external risks and reinforces its sense of identity. Resources remain plentiful for your people.","The tribe grows insular and fearful. Rumours spread of cruelty, damaging relations with neighbouring clans and weakening future alliances.",+9,-7,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E5,"An unexpected opportunity challenged <CityName> to uphold its values—balancing compassion, wisdom, and long-term responsibility. How its leaders chose to act would reflect the spirit of the entire city.",Positive,O3,asked the clans to vote collectively on the morally ambiguous issue.,Unique,"The act of collective decision-making reinforces trust in community processes. Even those who disagree feel heard, strengthening the tribe’s unity.","The vote divides the tribe sharply, creating winners and losers in a matter of principle. Resentment lingers long after the decision is made.",+8,-7,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E5,"An unexpected opportunity challenged <CityName> to uphold its values—balancing compassion, wisdom, and long-term responsibility. How its leaders chose to act would reflect the spirit of the entire city.",Positive,O4,consulted the ancestral rites to determine what action was deemed righteous.,Unique,"The ritual provides clarity — a symbolic message or omen convinces the tribe of a righteous path. Shared faith becomes a guiding force, easing tension.","The ritual yields no clear sign, leading clans to interpret the silence differently. Conflicting beliefs erupt as each group insists their interpretation is true.",+11,-9,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E5,"An unexpected opportunity challenged <CityName> to uphold its values—balancing compassion, wisdom, and long-term responsibility. How its leaders chose to act would reflect the spirit of the entire city.",Positive,O5,chose a pragmatic solution even if it challenged long-held traditions.,Unique,"The bold choice leads to stability and improved survival, proving that adaptability can strengthen the tribe. Though not universally loved, the decision wins respect over time.",The abandonment of tradition upsets elders and spiritual leaders. The tribe becomes divided between those who embrace change and those who cling to ancient ways.,+7,-6,5,-5
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E6,"A difficult season settled over <CityName> as food stores thinned and clean water grew harder to find. Though not yet catastrophic, the strain tested cooperation and resourcefulness across the settlement.",Negative,O1,sent a scouting party into distant wildlands to search for new sources of food.,Unique,"The scouting band returns carrying new stone samples, maps of fertile groves, and stories of distant herds. Their discoveries ease the tribe’s anxiety and create fresh opportunities for settlement. The people celebrate their bravery beneath torchlight.","The scouts vanish into the deep wilds, never returning. Their absence casts a shadow across the tribe, and parents forbid their children from wandering far as fear spreads and scarcity tightens its grip.",+10,-9,1,-1
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E6,"A difficult season settled over <CityName> as food stores thinned and clean water grew harder to find. Though not yet catastrophic, the strain tested cooperation and resourcefulness across the settlement.",Negative,O2,"performed a ritual of offering to the earth spirits, praying for more resources.",Unique,"The ritual kindles hope throughout the tribe as the shamans chant into the night. Rain falls lightly the next morning, revealing fresh roots and softening the soil—many believe the spirits have shown mercy.","Despite elaborate rites, the land remains barren. Some accuse the shamans of losing their connection to the spirits, heightening tensions among clans already anxious about survival.",+8,-7,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E6,"A difficult season settled over <CityName> as food stores thinned and clean water grew harder to find. Though not yet catastrophic, the strain tested cooperation and resourcefulness across the settlement.",Negative,O3,consolidated resources by merging all of <CityName>'s stores together temporarily. ,Unique,"Clans place their stores together inside a great longhouse, guarded by representatives from each family. The shared responsibility rekindles unity, ensuring that even meagre portions stretch farther than before.","Mistrust brews when a stash of dried meat goes missing. Accusations erupt, and the fragile alliance fractures overnight as suspicion replaces cooperation.",+9,-8,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E6,"A difficult season settled over <CityName> as food stores thinned and clean water grew harder to find. Though not yet catastrophic, the strain tested cooperation and resourcefulness across the settlement.",Negative,O4,attempted experimental traps to catch larger prey that could be eaten.,Unique,"Through trial and error, the people of <CityName> managed to catch large prey for food using their new tools, allowing hunters and gatherers to work efficiently despite the scarcity.","The newly made traps ended in a disaster, successfully attracting large prey, but not incapacitating them. These new-found predators laid waste to <CityName> causing wide-spread fear that the tribe meddled with nature they do not quite have the power to deal with.",+11,-10,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E6,"A difficult season settled over <CityName> as food stores thinned and clean water grew harder to find. Though not yet catastrophic, the strain tested cooperation and resourcefulness across the settlement.",Negative,O5,nomadically relocated a portion of <CityName> to follow migrating herds.,Unique,The migrating group establishes temporary camps and returns with cured meats and hides. Their success reduces local strain and inspires stories of promising distant valleys.,"Harsh weather and failed hunts devastate the migrating group. Only a few return, wounded and shaken, warning that wandering too far may doom the tribe.",+7,-6,5,-5
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E7,"Unstable weather patterns approached <CityName>, raising fears of a destructive storm. The people prepared as best they could, uncertain how severely their homes and routines might be affected.",Negative,O1,constructed emergency earth-and-wood shelters to protect the tribe.,Unique,"Working through wind and rain, families raise sturdy shelters reinforced with clay and timber. The structures hold firm, saving lives and giving the tribe a fragile but vital sense of security.","Despite desperate effort, the shelters collapse under the storm’s fury. Injuries mount and valuable supplies are lost, deepening fear and exposing the tribe’s vulnerability.",+10,-8,1,-1
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E7,"Unstable weather patterns approached <CityName>, raising fears of a destructive storm. The people prepared as best they could, uncertain how severely their homes and routines might be affected.",Negative,O2,sent scouts to search for safer high ground near <CityName>.,Unique,"The scouts return with news of a sheltered ridge where the storm’s reach weakens. The tribe relocates just in time, weathering the disaster with minimal loss and renewed gratitude.","The scouts misjudge the land, leading the tribe into an exposed hollow. The storm intensifies, bringing devastating floods that shatter morale and resources.",+9,-7,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E7,"Unstable weather patterns approached <CityName>, raising fears of a destructive storm. The people prepared as best they could, uncertain how severely their homes and routines might be affected.",Negative,O3,asked the shamans to perform protective rites to calm the raging spirits.,Unique,"Chants echo across the village as flames crackle in ritual pits. The storm seems to ease briefly, giving the tribe precious moments to regroup and restore order.","The rites fail to bring relief. Some clans blame the shamans for angering the spirits further, and fear quickly turns to mistrust and blame among families.",+8,-7,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E7,"Unstable weather patterns approached <CityName>, raising fears of a destructive storm. The people prepared as best they could, uncertain how severely their homes and routines might be affected.",Negative,O4,"divided the tribe into task-groups to safeguard food, homes, and children.",Unique,"Every clan works with fierce determination—some reinforcing shelters, others guarding stores or carrying the vulnerable to safety. Cooperation in crisis strengthens unity.","Task-groups clash over priorities, creating chaos instead of order. Precious time is wasted in arguments, allowing the disaster to inflict deeper damage.",+11,-9,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E7,"Unstable weather patterns approached <CityName>, raising fears of a destructive storm. The people prepared as best they could, uncertain how severely their homes and routines might be affected.",Negative,O5,retreated temporarily into sacred caves believed to be blessed by the ancestors of <CityName>.,Unique,"The caves withstand the storm, their walls etched with ancient symbols that comfort the tribe. Survival becomes a spiritual triumph, reinforcing belief in ancestral protection.","The caves flood unexpectedly, forcing a panicked escape. The tribe suffers injuries and morale plummets as once-revered shelters are revealed to be perilous.",+7,-6,5,-5
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E8,"Signs of increased activity from a neighbouring tribe appeared near <CityName>’s hunting grounds. Their presence threatened to strain vital food sources, but the situation had not yet escalated into open conflict.",Negative,O1,sent a small peace-bearing delegation carrying symbolic gifts.,Unique,"The neighbouring tribe accepts the offerings graciously. Shared meals and exchanged stories cool tempers, laying the groundwork for future cooperation.","The gifts are misinterpreted as bribes or signs of weakness. The neighbouring tribe grows more aggressive, emboldened by what they perceive as submission.",+10,-8,1,-1
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E8,"Signs of increased activity from a neighbouring tribe appeared near <CityName>’s hunting grounds. Their presence threatened to strain vital food sources, but the situation had not yet escalated into open conflict.",Negative,O2,prepared a ceremonial hunt to demonstrate strength without hostility.,Unique,"Your hunters display mastery and discipline, impressing the neighbouring tribe. Respect replaces tension, and both sides agree to avoid future disputes.","The display backfires as rival hunters interpret it as a challenge. Clashes break out at the territory edge, fueling anger and escalating conflict.",+9,-7,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E8,"Signs of increased activity from a neighbouring tribe appeared near <CityName>’s hunting grounds. Their presence threatened to strain vital food sources, but the situation had not yet escalated into open conflict.",Negative,O3,had the shamans mediate through shared spiritual rites with the rival tribe.,Unique,"The shamans enter a trance-like communion, emerging with signs interpreted as mutual favour. Spiritual harmony spreads, easing tensions between tribes.","The rival tribe accuses your shamans of manipulation. Spiritual distrust hardens positions, making negotiation far more difficult in the future.",+8,-7,3,-3
